2c9681ec/6bbbd9b4/016b/bbe71f4b/002d;MED00901;Frankfurter Allgemeine Zeitung GmbH;
2c968186/67cbe214/0167/cbf3a7f1/179c;ALLG0460;Grabmalwerk Alexander Parsch GmbH;
2c968186/67cbe214/0167/cbf342c2/11a7;MED00259;Medienpark Vision Worms;""
2c968186/67cbe214/0167/cbf2e9d8/0c6a;EHG00068;Hilton Mainz;""
2c968186/67cbe214/0167/cbf37ecf/1514;ALLG00177;Reinstil GmbH & Co KG;""
2c968186/67cbe214/0167/cbf2678e/04cb;EL000252;Ubisoft Blue Byte GmbH;Studio Mainz
2c9681fb/6f183611/016f/183fbc01/0027;MED00969;KONTRASTFILM GmbH & Co. KG;Office Mainz
2c969491/8a4a51db/018a/4bcef02d/0339;BAU230835;Fortbildungsakademie der Wirtschaft (FAW) gGmbH;Akademie Mainz
2c968186/67cbe214/0167/cbf3b195/182d;ALLG0402;TeKuSiS Sicherheitssystem GmbH;""
2c9681e7/7313170a/0173/13489b19/0084;BAU00988;Baudekoration Steigerwald GbR;
2c9681ec/6bd0815f/016b/d556926b/0235;BAU00921;Malermeister Karl Wirges GmbH;Inhaber Peter Wirges
2c969491/8450b091/0184/50e7a15e/00c0;BAU221107;Dennis Biedert;Baugeschäft
2c968186/67cbe214/0167/cbf2f34d/0d00;EL00192;HUP GmbH;
2c968186/67cbe214/0167/cbf28873/06a8;EHG00056;Dohlmühle;""
2c9681f3/6ae34177/016a/e4931f52/035d;EL2011151;KommWis Gesellschaft für Kommunikation;und Wissenstransfer mbH
2c969491/801739d5/0180/179eb47f/030c;BAU220411;Hammer Fachmärkte für Heim-;Ausstattung GmbH & Co. KG Süd-West
2c969491/7b7bc074/017b/7c1828fc/01c7;EL210830;Joachim Baumann und Wilfried Heyn Baumann & Heyn G;
2c9681ec/6b028536/016b/02ba7c2b/0048;MED00800;Viermorgen GmbH;
2c96810a/69a4fe6e/0169/a4fea57a/0003;EL190301;CH.METZLER GmbH;
2c968186/67cbe214/0167/cbf22e12/018d;EHG00415;Aposto;""
